invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,year,month,day
463,WALM026,Denton,"Sports and travel",73.95,4,2019-02-03,10:02:00,Cash,6.1,0.48,2019,2,3
464,WALM057,Euless,"Food and beverages",22.62,1,2019-03-17,18:58:00,Cash,6.4,0.33,2019,3,17
465,WALM042,Bryan,"Food and beverages",51.34,5,2019-03-28,15:31:00,"Credit card",9.1,0.48,2019,3,28
466,WALM095,"Big Spring","Sports and travel",54.55,10,2019-03-02,11:22:00,"Credit card",7.1,0.33,2019,3,2
467,WALM094,Alamo,"Health and beauty",37.15,7,2019-02-08,13:12:00,"Credit card",7.7,0.33,2019,2,8
468,WALM047,"Flower Mound","Sports and travel",37.02,6,2019-03-22,18:33:00,Cash,4.5,0.48,2019,3,22
469,WALM071,Lufkin,"Food and beverages",21.58,1,2019-02-09,10:02:00,Ewallet,7.2,0.33,2019,2,9
470,WALM071,Lufkin,"Electronic accessories",98.84,1,2019-02-15,11:21:00,Cash,8.4,0.33,2019,2,15
471,WALM016,Brownsville,"Home and lifestyle",83.77,6,2019-01-23,12:10:00,Ewallet,5.4,0.48,2019,1,23
472,WALM093,Angleton,"Sports and travel",40.05,4,2019-01-25,11:40:00,Cash,9.7,0.33,2019,1,25
473,WALM076,Huntsville,"Fashion accessories",43.13,10,2019-02-02,18:31:00,"Credit card",5.5,0.33,2019,2,2
474,WALM088,Cleburne,"Health and beauty",72.57,8,2019-03-30,17:58:00,Cash,4.6,0.33,2019,3,30
475,WALM003,"San Antonio","Electronic accessories",64.44,5,2019-03-30,17:04:00,Cash,6.6,0.48,2019,3,30
476,WALM010,Laredo,"Health and beauty",65.18,3,2019-02-25,20:35:00,"Credit card",6.3,0.48,2019,2,25
477,WALM059,Pflugerville,"Sports and travel",33.26,5,2019-03-18,16:10:00,"Credit card",4.2,0.33,2019,3,18
478,WALM020,Killeen,"Electronic accessories",84.07,4,2019-03-07,16:54:00,Ewallet,4.4,0.48,2019,3,7
479,WALM059,Pflugerville,"Sports and travel",34.37,10,2019-03-16,10:11:00,Ewallet,6.7,0.33,2019,3,16
480,WALM057,Euless,"Electronic accessories",38.6,1,2019-01-29,11:26:00,Ewallet,6.7,0.33,2019,1,29
481,WALM078,"Del Rio","Food and beverages",65.97,8,2019-02-02,20:29:00,Cash,8.4,0.33,2019,2,2
482,WALM066,Grapevine,"Electronic accessories",32.8,10,2019-02-15,12:12:00,Cash,6.2,0.33,2019,2,15
483,WALM094,Alamo,"Sports and travel",37.14,5,2019-01-08,13:05:00,Ewallet,5,0.33,2019,1,8
484,WALM080,Nacogdoches,"Home and lifestyle",60.38,10,2019-02-12,16:19:00,Cash,6,0.33,2019,2,12
485,WALM003,"San Antonio","Sports and travel",36.98,10,2019-01-01,19:48:00,"Credit card",7,0.36,2019,1,1
486,WALM060,DeSoto,"Sports and travel",49.49,4,2019-03-21,15:25:00,Ewallet,6.6,0.33,2019,3,21
487,WALM026,Denton,"Fashion accessories",41.09,10,2019-02-28,14:42:00,Cash,7.3,0.48,2019,2,28
488,WALM080,Nacogdoches,"Fashion accessories",37.15,4,2019-03-23,18:59:00,Ewallet,8.3,0.33,2019,3,23
489,WALM050,Victoria,"Home and lifestyle",22.96,1,2019-01-30,20:47:00,Ewallet,4.3,0.48,2019,1,30
490,WALM063,Georgetown,"Home and lifestyle",77.68,9,2019-02-04,13:21:00,Ewallet,9.8,0.33,2019,2,4
491,WALM051,"New Braunfels","Fashion accessories",34.7,2,2019-03-13,19:48:00,Ewallet,8.2,0.48,2019,3,13
492,WALM004,Austin,"Fashion accessories",19.66,10,2019-03-15,18:20:00,"Credit card",7.2,0.48,2019,3,15
493,WALM085,Kerrville,"Health and beauty",25.32,8,2019-03-05,20:24:00,Ewallet,8.7,0.33,2019,3,5
494,WALM011,Lubbock,"Home and lifestyle",12.12,10,2019-03-05,13:44:00,"Credit card",8.4,0.48,2019,3,5
495,WALM081,Friendswood,"Fashion accessories",99.89,2,2019-02-26,11:48:00,Ewallet,7.1,0.33,2019,2,26
496,WALM019,Pasadena,"Sports and travel",75.92,8,2019-03-20,14:14:00,Cash,5.5,0.48,2019,3,20
497,WALM053,Conroe,"Electronic accessories",63.22,2,2019-01-01,15:51:00,Cash,8.5,0.21,2019,1,1
498,WALM098,"Mineral Wells","Food and beverages",90.24,6,2019-01-27,11:17:00,Cash,6.2,0.18,2019,1,27
499,WALM073,Seguin,"Sports and travel",98.13,1,2019-01-21,17:36:00,Cash,8.9,0.33,2019,1,21
500,WALM071,Lufkin,"Sports and travel",51.52,8,2019-02-02,15:47:00,Cash,9.6,0.33,2019,2,2
501,WALM087,Waxahachie,"Sports and travel",73.97,1,2019-02-03,15:53:00,"Credit card",5.4,0.33,2019,2,3
502,WALM006,"El Paso","Fashion accessories",31.9,1,2019-01-05,12:40:00,Ewallet,9.1,0.48,2019,1,5
503,WALM002,Dallas,"Home and lifestyle",69.4,2,2019-01-27,19:48:00,Ewallet,9,0.36,2019,1,27
504,WALM075,"San Marcos","Sports and travel",93.31,2,2019-03-25,17:53:00,Cash,6.3,0.33,2019,3,25
505,WALM048,Harlingen,"Sports and travel",88.45,1,2019-02-25,16:36:00,"Credit card",9.5,0.48,2019,2,25
506,WALM040,Edinburg,"Electronic accessories",24.18,8,2019-01-28,20:54:00,Ewallet,9.8,0.48,2019,1,28
507,WALM019,Pasadena,"Sports and travel",48.5,3,2019-01-08,12:50:00,Cash,6.7,0.48,2019,1,8
508,WALM059,Pflugerville,"Food and beverages",84.05,6,2019-01-29,10:48:00,"Credit card",7.7,0.33,2019,1,29
509,WALM077,Coppell,"Health and beauty",61.29,5,2019-03-29,14:28:00,Cash,7,0.33,2019,3,29
510,WALM055,Waxahachie,"Home and lifestyle",15.95,6,2019-02-09,17:15:00,"Credit card",5.1,0.33,2019,2,9
511,WALM057,Euless,"Sports and travel",90.74,7,2019-01-16,18:03:00,"Credit card",6.2,0.33,2019,1,16
512,WALM007,Arlington,"Home and lifestyle",42.91,5,2019-01-05,17:29:00,Ewallet,6.1,0.48,2019,1,5
513,WALM071,Lufkin,"Fashion accessories",54.28,7,2019-01-27,18:05:00,Ewallet,9.3,0.33,2019,1,27
514,WALM088,Cleburne,"Electronic accessories",99.55,7,2019-03-14,12:07:00,Cash,7.6,0.33,2019,3,14
515,WALM051,"New Braunfels","Sports and travel",58.39,7,2019-02-23,19:49:00,"Credit card",8.2,0.48,2019,2,23
516,WALM025,Waco,"Fashion accessories",51.47,1,2019-03-18,15:52:00,Ewallet,8.5,0.48,2019,3,18
517,WALM071,Lufkin,"Health and beauty",54.86,5,2019-03-29,16:48:00,Ewallet,9.8,0.33,2019,3,29
518,WALM089,Southlake,"Home and lifestyle",39.39,5,2019-01-22,20:46:00,"Credit card",8.7,0.33,2019,1,22
519,WALM008,"Corpus Christi","Home and lifestyle",34.73,2,2019-03-01,18:14:00,Ewallet,9.7,0.48,2019,3,1
520,WALM033,Pearland,"Sports and travel",71.92,5,2019-01-17,15:05:00,"Credit card",4.3,0.48,2019,1,17
521,WALM059,Pflugerville,"Electronic accessories",45.71,3,2019-03-26,10:34:00,"Credit card",7.7,0.33,2019,3,26
522,WALM097,Alice,"Home and lifestyle",83.17,6,2019-03-20,11:23:00,Cash,7.3,0.18,2019,3,20
523,WALM035,"San Angelo","Home and lifestyle",37.44,6,2019-02-06,13:55:00,"Credit card",5.9,0.48,2019,2,6
524,WALM075,"San Marcos","Health and beauty",62.87,2,2019-01-01,11:43:00,Cash,5,0.33,2019,1,1
525,WALM075,"San Marcos","Food and beverages",81.71,6,2019-01-27,14:36:00,"Credit card",8,0.33,2019,1,27
526,WALM074,Weslaco,"Sports and travel",91.41,5,2019-02-25,16:03:00,Cash,7.1,0.33,2019,2,25
527,WALM095,"Big Spring","Fashion accessories",39.21,4,2019-01-16,20:03:00,"Credit card",9,0.33,2019,1,16
528,WALM013,Irving,"Fashion accessories",59.86,2,2019-01-13,14:55:00,Ewallet,6.7,0.48,2019,1,13
529,WALM056,Rowlett,"Food and beverages",54.36,10,2019-02-07,11:28:00,"Credit card",6.1,0.33,2019,2,7
530,WALM019,Pasadena,"Sports and travel",98.09,9,2019-02-17,19:41:00,Cash,9.3,0.48,2019,2,17
531,WALM073,Seguin,"Health and beauty",25.43,6,2019-02-12,19:01:00,Ewallet,7,0.33,2019,2,12
532,WALM082,Weslaco,"Fashion accessories",86.68,8,2019-01-24,18:04:00,Cash,7.2,0.33,2019,1,24
533,WALM063,Georgetown,"Electronic accessories",22.95,10,2019-02-06,19:20:00,Ewallet,8.2,0.33,2019,2,6
534,WALM085,Kerrville,"Food and beverages",16.31,9,2019-03-26,10:31:00,Ewallet,8.4,0.33,2019,3,26
535,WALM036,Allen,"Home and lifestyle",28.32,5,2019-03-11,13:28:00,Ewallet,6.2,0.48,2019,3,11
536,WALM082,Weslaco,"Home and lifestyle",16.67,7,2019-02-07,11:36:00,Cash,7.4,0.33,2019,2,7
537,WALM063,Georgetown,"Fashion accessories",73.96,1,2019-01-05,11:32:00,"Credit card",5,0.33,2019,1,5
538,WALM029,"Round Rock","Home and lifestyle",97.94,1,2019-03-07,11:44:00,Ewallet,6.9,0.48,2019,3,7
539,WALM098,"Mineral Wells","Fashion accessories",73.05,4,2019-02-25,17:16:00,"Credit card",4.9,0.18,2019,2,25
540,WALM062,Galveston,"Food and beverages",87.48,6,2019-02-01,18:43:00,Ewallet,5.1,0.33,2019,2,1
541,WALM042,Bryan,"Home and lifestyle",30.68,3,2019-01-22,11:00:00,Ewallet,9.1,0.48,2019,1,22
542,WALM048,Harlingen,"Health and beauty",75.88,1,2019-01-03,10:30:00,"Credit card",7.1,0.48,2019,1,3
543,WALM091,"Little Elm","Sports and travel",20.18,4,2019-02-13,12:14:00,"Credit card",5,0.33,2019,2,13
544,WALM055,Waxahachie,"Electronic accessories",18.77,6,2019-01-28,16:43:00,"Credit card",5.5,0.33,2019,1,28
545,WALM097,Alice,"Food and beverages",71.2,1,2019-01-05,20:40:00,"Credit card",9.2,0.18,2019,1,5
546,WALM089,Southlake,"Home and lifestyle",38.81,4,2019-03-19,13:40:00,Ewallet,4.9,0.33,2019,3,19
547,WALM004,Austin,"Fashion accessories",29.42,10,2019-01-12,16:23:00,Ewallet,8.9,0.48,2019,1,12
548,WALM093,Angleton,"Sports and travel",60.95,9,2019-01-07,12:08:00,"Credit card",6,0.33,2019,1,7
549,WALM057,Euless,"Sports and travel",51.54,5,2019-01-26,17:45:00,Cash,4.2,0.33,2019,1,26
550,WALM037,"League City","Electronic accessories",66.06,6,2019-01-23,10:28:00,Cash,7.3,0.48,2019,1,23
551,WALM066,Grapevine,"Fashion accessories",57.27,3,2019-02-09,20:31:00,Ewallet,6.5,0.33,2019,2,9
552,WALM096,"Eagle Pass","Fashion accessories",54.31,9,2019-02-22,10:49:00,Cash,8.9,0.18,2019,2,22
553,WALM023,Midland,"Health and beauty",58.24,9,2019-02-05,12:34:00,Cash,9.7,0.48,2019,2,5
554,WALM072,Lancaster,"Electronic accessories",22.21,6,2019-03-07,10:23:00,"Credit card",8.6,0.33,2019,3,7
555,WALM061,"Cedar Park","Electronic accessories",19.32,7,2019-03-25,18:51:00,Cash,6.9,0.33,2019,3,25
556,WALM014,Amarillo,"Home and lifestyle",37.48,3,2019-01-20,13:45:00,"Credit card",7.7,0.48,2019,1,20
557,WALM012,Garland,"Fashion accessories",72.04,2,2019-02-04,19:38:00,Cash,9.5,0.48,2019,2,4
558,WALM042,Bryan,"Food and beverages",98.52,10,2019-01-30,20:23:00,Ewallet,4.5,0.48,2019,1,30
559,WALM036,Allen,"Food and beverages",41.66,6,2019-01-02,15:24:00,Ewallet,5.6,0.48,2019,1,2
560,WALM087,Waxahachie,"Home and lifestyle",72.42,3,2019-03-29,16:54:00,Ewallet,8.2,0.33,2019,3,29
561,WALM050,Victoria,"Electronic accessories",21.58,9,2019-03-14,12:32:00,Ewallet,7.3,0.48,2019,3,14
562,WALM080,Nacogdoches,"Food and beverages",89.2,10,2019-02-11,15:42:00,"Credit card",4.4,0.33,2019,2,11
563,WALM089,Southlake,"Electronic accessories",42.42,8,2019-01-30,13:58:00,Ewallet,5.7,0.33,2019,1,30
564,WALM083,"Farmers Branch","Electronic accessories",74.51,6,2019-03-20,15:08:00,Ewallet,5,0.33,2019,3,20
565,WALM020,Killeen,"Fashion accessories",99.25,2,2019-03-20,13:02:00,Cash,9,0.48,2019,3,20
566,WALM049,"North Richland Hills","Food and beverages",81.21,10,2019-01-17,13:01:00,"Credit card",6.3,0.48,2019,1,17
567,WALM090,Brownwood,"Sports and travel",49.33,10,2019-02-03,16:40:00,"Credit card",9.4,0.33,2019,2,3
568,WALM083,"Farmers Branch","Fashion accessories",65.74,9,2019-01-01,13:55:00,Cash,7.7,0.33,2019,1,1
569,WALM074,Weslaco,"Fashion accessories",79.86,7,2019-01-10,10:33:00,Cash,5.5,0.33,2019,1,10
570,WALM082,Weslaco,"Sports and travel",73.98,7,2019-03-02,16:42:00,Cash,4.1,0.33,2019,3,2
571,WALM046,Temple,"Home and lifestyle",82.04,5,2019-02-25,17:16:00,"Credit card",7.6,0.48,2019,2,25
572,WALM092,"Lake Jackson","Sports and travel",26.67,10,2019-01-29,11:48:00,Cash,8.6,0.33,2019,1,29
573,WALM012,Garland,"Food and beverages",10.13,7,2019-03-10,19:35:00,Ewallet,8.3,0.48,2019,3,10
574,WALM063,Georgetown,"Food and beverages",72.39,2,2019-01-13,19:55:00,"Credit card",8.1,0.33,2019,1,13
575,WALM030,Richardson,"Sports and travel",85.91,5,2019-03-22,14:33:00,"Credit card",8.6,0.48,2019,3,22
576,WALM047,"Flower Mound","Fashion accessories",81.31,7,2019-03-01,19:49:00,Ewallet,6.3,0.48,2019,3,1
577,WALM052,Mansfield,"Food and beverages",60.3,4,2019-02-20,18:43:00,Cash,5.8,0.57,2019,2,20
578,WALM027,Abilene,"Food and beverages",31.77,4,2019-01-14,14:43:00,Ewallet,6.2,0.48,2019,1,14
579,WALM087,Waxahachie,"Health and beauty",64.27,4,2019-03-26,13:54:00,Cash,7.7,0.33,2019,3,26
580,WALM070,Hurst,"Health and beauty",69.51,2,2019-03-01,12:15:00,Ewallet,8.1,0.33,2019,3,1
581,WALM044,Pharr,"Food and beverages",27.22,3,2019-01-07,12:37:00,Cash,7.3,0.48,2019,1,7
582,WALM095,"Big Spring","Health and beauty",77.68,4,2019-02-01,19:54:00,Cash,8.4,0.33,2019,2,1
583,WALM013,Irving,"Fashion accessories",92.98,2,2019-02-13,15:06:00,"Credit card",8,0.48,2019,2,13
584,WALM001,Houston,"Fashion accessories",18.08,4,2019-01-14,18:03:00,"Credit card",9.5,0.36,2019,1,14
585,WALM088,Cleburne,"Sports and travel",63.06,3,2019-01-19,15:58:00,Ewallet,7,0.33,2019,1,19
586,WALM020,Killeen,"Health and beauty",51.71,4,2019-03-09,13:53:00,"Credit card",9.8,0.48,2019,3,9
587,WALM038,"Sugar Land","Food and beverages",52.34,3,2019-03-27,14:03:00,Cash,9.2,0.48,2019,3,27
588,WALM069,Rockwall,"Sports and travel",43.06,5,2019-02-04,16:38:00,Ewallet,7.7,0.33,2019,2,4
589,WALM062,Galveston,"Fashion accessories",59.61,10,2019-03-14,11:07:00,Cash,5.3,0.33,2019,3,14
590,WALM081,Friendswood,"Health and beauty",14.62,5,2019-03-04,12:23:00,Cash,4.4,0.33,2019,3,4
591,WALM071,Lufkin,"Health and beauty",46.53,6,2019-03-03,10:54:00,"Credit card",4.3,0.33,2019,3,3
592,WALM030,Richardson,"Home and lifestyle",24.24,7,2019-01-27,17:38:00,Ewallet,9.4,0.48,2019,1,27
593,WALM046,Temple,"Sports and travel",45.58,1,2019-02-07,14:13:00,Cash,9.8,0.48,2019,2,7
594,WALM028,Odessa,"Sports and travel",75.2,3,2019-02-05,11:51:00,Ewallet,4.8,0.48,2019,2,5
595,WALM070,Hurst,"Sports and travel",96.8,3,2019-03-15,13:05:00,Cash,5.3,0.33,2019,3,15
596,WALM026,Denton,"Health and beauty",14.82,3,2019-03-01,11:30:00,"Credit card",8.7,0.48,2019,3,1
597,WALM081,Friendswood,"Food and beverages",52.2,3,2019-02-15,13:30:00,"Credit card",9.5,0.33,2019,2,15
598,WALM020,Killeen,"Sports and travel",46.66,9,2019-02-17,19:11:00,Ewallet,5.3,0.48,2019,2,17
599,WALM048,Harlingen,"Fashion accessories",36.85,5,2019-01-26,18:53:00,Cash,9.2,0.48,2019,1,26
600,WALM047,"Flower Mound","Home and lifestyle",70.32,2,2019-03-24,14:22:00,Ewallet,9.6,0.48,2019,3,24
601,WALM080,Nacogdoches,"Electronic accessories",83.08,1,2019-01-23,17:16:00,Ewallet,6.4,0.33,2019,1,23
602,WALM064,Bedford,"Fashion accessories",64.99,1,2019-01-26,10:06:00,"Credit card",4.5,0.33,2019,1,26
603,WALM086,Rosenberg,"Food and beverages",77.56,10,2019-03-14,20:35:00,Ewallet,6.9,0.33,2019,3,14
604,WALM040,Edinburg,"Sports and travel",54.51,6,2019-03-17,13:54:00,Ewallet,7.8,0.48,2019,3,17
605,WALM096,"Eagle Pass","Fashion accessories",51.89,7,2019-01-08,20:08:00,Cash,4.5,0.18,2019,1,8
606,WALM060,DeSoto,"Home and lifestyle",31.75,4,2019-02-08,15:26:00,Cash,8.6,0.33,2019,2,8
607,WALM069,Rockwall,"Fashion accessories",53.65,7,2019-02-10,12:56:00,Ewallet,5.2,0.33,2019,2,10
608,WALM021,McAllen,"Food and beverages",49.79,4,2019-03-28,19:16:00,"Credit card",6.4,0.48,2019,3,28
609,WALM049,"North Richland Hills","Fashion accessories",30.61,1,2019-01-23,12:20:00,Ewallet,5.2,0.48,2019,1,23
610,WALM029,"Round Rock","Food and beverages",57.89,2,2019-01-17,10:37:00,Ewallet,8.9,0.48,2019,1,17
611,WALM038,"Sugar Land","Electronic accessories",28.96,1,2019-02-07,10:18:00,"Credit card",6.2,0.48,2019,2,7
612,WALM052,Mansfield,"Food and beverages",98.97,9,2019-03-09,11:23:00,Cash,6.7,0.57,2019,3,9
613,WALM069,Rockwall,"Fashion accessories",93.22,3,2019-01-24,11:45:00,Cash,7.2,0.33,2019,1,24
614,WALM045,"Missouri City","Sports and travel",80.93,1,2019-01-19,16:08:00,"Credit card",9,0.48,2019,1,19
615,WALM012,Garland,"Food and beverages",67.45,10,2019-02-03,11:25:00,Ewallet,4.2,0.48,2019,2,3
616,WALM092,"Lake Jackson","Sports and travel",38.72,9,2019-03-20,12:24:00,Ewallet,4.2,0.33,2019,3,20
617,WALM068,Burleson,"Sports and travel",72.6,6,2019-01-13,19:51:00,Cash,6.9,0.33,2019,1,13
618,WALM098,"Mineral Wells","Electronic accessories",87.91,5,2019-03-14,18:10:00,Ewallet,4.4,0.18,2019,3,14
619,WALM030,Richardson,"Food and beverages",98.53,6,2019-01-23,11:22:00,"Credit card",4,0.48,2019,1,23
620,WALM019,Pasadena,"Fashion accessories",43.46,6,2019-02-07,17:55:00,Ewallet,8.5,0.48,2019,2,7
621,WALM074,Weslaco,"Food and beverages",71.68,3,2019-03-28,15:30:00,Cash,9.2,0.33,2019,3,28
622,WALM074,Weslaco,"Food and beverages",91.61,1,2019-03-20,19:44:00,Cash,9.8,0.33,2019,3,20
623,WALM017,McKinney,"Home and lifestyle",94.59,7,2019-01-17,15:27:00,"Credit card",4.9,0.48,2019,1,17
624,WALM032,Tyler,"Fashion accessories",83.25,10,2019-01-12,11:25:00,"Credit card",4.4,0.48,2019,1,12
625,WALM023,Midland,"Fashion accessories",91.35,1,2019-02-16,15:42:00,Cash,6.8,0.48,2019,2,16
626,WALM020,Killeen,"Food and beverages",78.88,2,2019-01-26,16:04:00,Cash,9.1,0.48,2019,1,26
627,WALM075,"San Marcos","Sports and travel",60.87,2,2019-03-09,12:37:00,Ewallet,8.7,0.33,2019,3,9
628,WALM043,Baytown,"Health and beauty",82.58,10,2019-03-14,14:41:00,Cash,5,0.48,2019,3,14
629,WALM049,"North Richland Hills","Home and lifestyle",53.3,3,2019-01-25,14:19:00,Ewallet,7.5,0.48,2019,1,25
630,WALM059,Pflugerville,"Fashion accessories",12.09,1,2019-01-26,18:19:00,"Credit card",8.2,0.33,2019,1,26
631,WALM006,"El Paso","Sports and travel",64.19,10,2019-01-19,14:08:00,"Credit card",6.7,0.48,2019,1,19
632,WALM001,Houston,"Electronic accessories",78.31,3,2019-03-05,16:38:00,Ewallet,5.4,0.36,2019,3,5
633,WALM020,Killeen,"Food and beverages",83.77,2,2019-01-15,10:54:00,"Credit card",7,0.48,2019,1,15
634,WALM058,"Port Arthur","Home and lifestyle",99.7,3,2019-03-18,11:29:00,Ewallet,4.7,0.33,2019,3,18
635,WALM049,"North Richland Hills","Food and beverages",79.91,3,2019-03-20,19:28:00,"Credit card",5,0.48,2019,3,20
636,WALM003,"San Antonio","Health and beauty",66.47,10,2019-01-15,15:01:00,"Credit card",5,0.48,2019,1,15
637,WALM038,"Sugar Land","Health and beauty",28.95,7,2019-03-03,20:31:00,"Credit card",6,0.48,2019,3,3
638,WALM023,Midland,"Electronic accessories",46.2,1,2019-03-19,12:16:00,Cash,6.3,0.48,2019,3,19
639,WALM002,Dallas,"Food and beverages",17.63,5,2019-03-08,15:27:00,Cash,8.5,0.36,2019,3,8
640,WALM066,Grapevine,"Fashion accessories",52.42,3,2019-02-27,17:36:00,Ewallet,7.5,0.33,2019,2,27
641,WALM076,Huntsville,"Food and beverages",98.79,3,2019-02-23,20:00:00,Ewallet,6.4,0.33,2019,2,23
642,WALM025,Waco,"Electronic accessories",88.55,8,2019-03-19,15:29:00,Ewallet,4.7,0.48,2019,3,19
643,WALM035,"San Angelo","Electronic accessories",55.67,2,2019-03-27,15:08:00,Ewallet,6,0.48,2019,3,27
644,WALM053,Conroe,"Food and beverages",72.52,8,2019-03-30,19:26:00,"Credit card",4,0.57,2019,3,30
645,WALM007,Arlington,"Electronic accessories",12.05,5,2019-02-16,15:53:00,Ewallet,5.5,0.48,2019,2,16
646,WALM098,"Mineral Wells","Home and lifestyle",19.36,9,2019-01-18,18:43:00,Ewallet,8.7,0.18,2019,1,18
647,WALM045,"Missouri City","Health and beauty",70.21,6,2019-03-30,14:58:00,"Credit card",7.4,0.48,2019,3,30
648,WALM030,Richardson,"Fashion accessories",33.63,1,2019-03-20,19:55:00,Cash,5.6,0.48,2019,3,20
649,WALM055,Waxahachie,"Sports and travel",15.49,2,2019-01-16,15:10:00,Cash,6.3,0.33,2019,1,16
650,WALM077,Coppell,"Electronic accessories",24.74,10,2019-02-24,16:44:00,Cash,7.1,0.33,2019,2,24
651,WALM088,Cleburne,"Electronic accessories",75.66,5,2019-01-15,18:22:00,Ewallet,7.8,0.33,2019,1,15
652,WALM060,DeSoto,"Health and beauty",55.81,6,2019-01-22,11:52:00,Cash,9.9,0.33,2019,1,22
653,WALM020,Killeen,"Home and lifestyle",72.78,10,2019-02-03,17:24:00,Cash,7.3,0.48,2019,2,3
654,WALM090,Brownwood,"Sports and travel",37.32,9,2019-03-06,15:31:00,Ewallet,5.1,0.33,2019,3,6
655,WALM032,Tyler,"Fashion accessories",60.18,4,2019-02-16,18:04:00,"Credit card",9.4,0.48,2019,2,16
656,WALM073,Seguin,"Electronic accessories",15.69,3,2019-03-14,14:13:00,"Credit card",5.8,0.33,2019,3,14
657,WALM027,Abilene,"Electronic accessories",99.69,1,2019-02-27,10:23:00,"Credit card",8,0.48,2019,2,27
658,WALM054,Sherman,"Fashion accessories",88.15,3,2019-01-18,10:11:00,Ewallet,7.9,0.21,2019,1,18
659,WALM071,Lufkin,"Sports and travel",27.93,5,2019-01-29,15:48:00,Cash,5.9,0.33,2019,1,29
660,WALM093,Angleton,"Fashion accessories",55.45,1,2019-02-26,17:46:00,"Credit card",4.9,0.33,2019,2,26
661,WALM021,McAllen,"Sports and travel",42.97,3,2019-02-03,11:46:00,Cash,9.3,0.48,2019,2,3
662,WALM097,Alice,"Sports and travel",17.14,7,2019-01-16,12:07:00,"Credit card",7.9,0.18,2019,1,16
663,WALM045,"Missouri City","Fashion accessories",58.75,6,2019-03-24,18:14:00,"Credit card",5.9,0.48,2019,3,24
664,WALM044,Pharr,"Food and beverages",87.1,10,2019-02-12,14:45:00,"Credit card",9.9,0.48,2019,2,12
665,WALM033,Pearland,"Sports and travel",98.8,2,2019-02-21,11:39:00,Cash,7.7,0.48,2019,2,21
666,WALM079,"La Porte","Fashion accessories",48.63,4,2019-02-04,15:44:00,Ewallet,7.6,0.33,2019,2,4
667,WALM059,Pflugerville,"Food and beverages",57.74,3,2019-02-20,13:06:00,Ewallet,7.7,0.33,2019,2,20
668,WALM047,"Flower Mound","Health and beauty",17.97,4,2019-02-23,20:43:00,Ewallet,6.4,0.48,2019,2,23
669,WALM036,Allen,"Health and beauty",47.71,6,2019-02-16,14:19:00,Ewallet,4.4,0.48,2019,2,16
670,WALM046,Temple,"Sports and travel",40.62,2,2019-01-17,10:01:00,"Credit card",4.1,0.48,2019,1,17
671,WALM057,Euless,"Fashion accessories",56.04,10,2019-01-14,19:30:00,Ewallet,4.4,0.33,2019,1,14
672,WALM007,Arlington,"Food and beverages",93.4,2,2019-03-30,16:34:00,Cash,5.5,0.48,2019,3,30
673,WALM077,Coppell,"Health and beauty",73.41,3,2019-03-02,13:10:00,Ewallet,4,0.33,2019,3,2
674,WALM064,Bedford,"Health and beauty",33.64,8,2019-02-15,17:10:00,"Credit card",9.3,0.33,2019,2,15
675,WALM003,"San Antonio","Electronic accessories",45.48,10,2019-03-01,10:22:00,"Credit card",4.8,0.48,2019,3,1
676,WALM080,Nacogdoches,"Fashion accessories",83.77,2,2019-02-24,19:57:00,Cash,4.6,0.33,2019,2,24
677,WALM062,Galveston,"Sports and travel",64.08,7,2019-02-19,19:29:00,"Credit card",7.3,0.33,2019,2,19
678,WALM066,Grapevine,"Food and beverages",73.47,4,2019-02-23,18:30:00,Cash,6,0.33,2019,2,23
679,WALM095,"Big Spring","Health and beauty",58.95,10,2019-02-07,14:27:00,Ewallet,8.1,0.33,2019,2,7
680,WALM074,Weslaco,"Food and beverages",48.5,6,2019-01-11,13:57:00,Cash,9.4,0.33,2019,1,11
681,WALM085,Kerrville,"Electronic accessories",39.48,1,2019-02-12,19:43:00,Cash,6.5,0.33,2019,2,12
682,WALM100,Canyon,"Sports and travel",34.81,1,2019-01-14,10:11:00,"Credit card",7,0.18,2019,1,14
683,WALM082,Weslaco,"Fashion accessories",49.32,6,2019-01-09,13:46:00,Cash,7.1,0.33,2019,1,9
684,WALM091,"Little Elm","Fashion accessories",21.48,2,2019-02-27,12:22:00,Ewallet,6.6,0.33,2019,2,27
685,WALM063,Georgetown,"Sports and travel",23.08,6,2019-01-24,19:20:00,Ewallet,4.9,0.33,2019,1,24
686,WALM041,Mission,"Home and lifestyle",49.1,2,2019-01-08,12:58:00,Ewallet,6.4,0.48,2019,1,8
687,WALM003,"San Antonio","Sports and travel",64.83,2,2019-01-08,11:59:00,"Credit card",8,0.36,2019,1,8
688,WALM089,Southlake,"Home and lifestyle",63.56,10,2019-01-16,17:59:00,Cash,4.3,0.33,2019,1,16
689,WALM058,"Port Arthur","Sports and travel",72.88,2,2019-03-13,12:51:00,Cash,6.1,0.33,2019,3,13
690,WALM083,"Farmers Branch","Food and beverages",67.1,3,2019-02-15,10:36:00,Cash,7.5,0.33,2019,2,15
691,WALM057,Euless,"Sports and travel",70.19,9,2019-01-25,13:38:00,Cash,6.7,0.33,2019,1,25
692,WALM089,Southlake,"Food and beverages",55.04,7,2019-03-12,19:39:00,Ewallet,5.2,0.33,2019,3,12
693,WALM022,Mesquite,"Health and beauty",48.63,10,2019-03-04,12:44:00,Cash,8.8,0.48,2019,3,4
